,Year,Week,Destination,Visitors,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Date_x,SnowDepth(cm)
5646,2023,12,Mt. Buller,33923,83024,9.0,2.0,2.2,2023-08-29,55.0
5647,2023,12,Mt. Buller,33923,83024,3.8,2.6,7.2,2023-08-30,55.0
5648,2023,12,Mt. Buller,33923,83024,2.7,-3.2,14.6,2023-08-31,55.0
5649,2023,13,Mt. Buller,18840,83024,6.5,-2.2,8.2,2023-09-01,55.0
5650,2023,13,Mt. Buller,18840,83024,8.1,-1.8,0.2,2023-09-02,55.0
5651,2023,13,Mt. Buller,18840,83024,10.1,3.1,0.0,2023-09-03,55.0
5652,2023,13,Mt. Buller,18840,83024,10.3,1.4,0.0,2023-09-04,55.0
5653,2023,13,Mt. Buller,18840,83024,0.2,-2.7,10.4,2023-09-05,55.0
5654,2023,13,Mt. Buller,18840,83024,5.7,-2.9,1.2,2023-09-06,55.0
5655,2023,13,Mt. Buller,18840,83024,9.8,-0.4,6.2,2023-09-07,55.0
5656,2023,14,Mt. Buller,9166,83024,-1.2,-3.7,18.0,2023-09-08,56.0
5657,2023,14,Mt. Buller,9166,83024,-1.1,-5.3,0.0,2023-09-09,56.0
5658,2023,14,Mt. Buller,9166,83024,3.1,-3.4,0.0,2023-09-10,56.0
5659,2023,14,Mt. Buller,9166,83024,5.7,-2.3,16.8,2023-09-11,56.0
5660,2023,14,Mt. Buller,9166,83024,7.7,1.6,0.0,2023-09-12,56.0
5661,2023,14,Mt. Buller,9166,83024,13.2,3.0,0.0,2023-09-13,56.0
5662,2023,14,Mt. Buller,9166,83024,15.3,7.4,4.99750022808138,2023-09-14,56.0
5663,2023,15,Mt. Buller,6355,83024,13.8,7.1,0.0,2023-09-15,32.0
5664,2023,15,Mt. Buller,6355,83024,10.9,4.6,0.0,2023-09-16,32.0
5665,2023,15,Mt. Buller,6355,83024,13.9,5.1,0.0,2023-09-17,32.0
5666,2023,15,Mt. Buller,6355,83024,14.8,7.3,0.0,2023-09-18,32.0
5667,2023,15,Mt. Buller,6355,83024,16.4,11.3,0.0,2023-09-19,32.0
5668,2023,15,Mt. Buller,6355,83024,3.4,2.6,3.6,2023-09-20,32.0
5669,2023,15,Mt. Buller,6355,83024,3.3,-2.9,16.2,2023-09-21,32.0
5670,2024,1,Mt. Buller,5726,83024,3.3,-1.1,0.0,2024-06-09,0.0
5671,2024,1,Mt. Buller,5726,83024,6.7,-4.4,2.4,2024-06-10,0.0
5672,2024,1,Mt. Buller,5726,83024,2.9,-0.9,12.6,2024-06-11,0.0
5673,2024,1,Mt. Buller,5726,83024,2.0,-3.1,36.6,2024-06-12,0.0
5674,2024,1,Mt. Buller,5726,83024,5.2,-3.9,0.0,2024-06-13,0.0
5675,2024,1,Mt. Buller,5726,83024,3.4,-1.3,7.2,2024-06-14,0.0
5676,2024,1,Mt. Buller,5726,83024,2.1,-2.1,0.0,2024-06-15,0.0
5677,2024,2,Mt. Buller,8215,83024,-1.1,-4.9,0.2,2024-06-16,3.0
5678,2024,2,Mt. Buller,8215,83024,0.7,-3.6,0.6,2024-06-17,3.0
5679,2024,2,Mt. Buller,8215,83024,3.8,-3.4,1.2,2024-06-18,3.0
5680,2024,2,Mt. Buller,8215,83024,4.3,-1.8,0.0,2024-06-19,3.0
5681,2024,2,Mt. Buller,8215,83024,4.2,-3.5,0.0,2024-06-20,3.0
5682,2024,2,Mt. Buller,8215,83024,0.5,-2.6,0.2,2024-06-21,3.0
5683,2024,2,Mt. Buller,8215,83024,3.9,-3.6,0.4,2024-06-22,3.0
5684,2024,3,Mt. Buller,11786,83024,5.1,-2.0,0.4,2024-06-23,12.0
5685,2024,3,Mt. Buller,11786,83024,2.2,-3.1,0.0,2024-06-24,12.0
5686,2024,3,Mt. Buller,11786,83024,0.4,-2.7,0.0,2024-06-25,12.0
5687,2024,3,Mt. Buller,11786,83024,0.0,-1.4,1.2,2024-06-26,12.0
5688,2024,3,Mt. Buller,11786,83024,0.3,-1.5,0.0,2024-06-27,12.0
5689,2024,3,Mt. Buller,11786,83024,1.1,-2.7,15.4,2024-06-28,12.0
5690,2024,3,Mt. Buller,11786,83024,1.4,-0.4,8.6,2024-06-29,12.0
5691,2024,4,Mt. Buller,24083,83024,-2.4,-4.4,4.2,2024-06-30,42.0
5692,2024,4,Mt. Buller,24083,83024,-0.6,-7.2,1.6,2024-07-01,42.0
5693,2024,4,Mt. Buller,24083,83024,1.4,-5.5,4.8,2024-07-02,42.0
5694,2024,4,Mt. Buller,24083,83024,3.1,-3.0,7.0,2024-07-03,42.0
5695,2024,4,Mt. Buller,24083,83024,3.4,-0.9,0.6,2024-07-04,42.0
5696,2024,4,Mt. Buller,24083,83024,7.9,0.3,0.0,2024-07-05,42.0
5697,2024,4,Mt. Buller,24083,83024,6.5,1.5,0.0,2024-07-06,42.0
5698,2024,5,Mt. Buller,50827,83024,3.7,-1.8,0.0,2024-07-07,42.0
5699,2024,5,Mt. Buller,50827,83024,2.6,0.3,0.0,2024-07-08,42.0
5700,2024,5,Mt. Buller,50827,83024,2.4,1.3,15.4,2024-07-09,42.0
5701,2024,5,Mt. Buller,50827,83024,3.9,1.0,13.0,2024-07-10,42.0
5702,2024,5,Mt. Buller,50827,83024,1.6,-3.0,1.0,2024-07-11,42.0
5703,2024,5,Mt. Buller,50827,83024,1.4,-2.5,0.0,2024-07-12,42.0
5704,2024,5,Mt. Buller,50827,83024,0.0,-3.1,8.8,2024-07-13,42.0
5705,2024,6,Mt. Buller,53357,83024,-2.4,-3.4,0.8,2024-07-14,53.0
5706,2024,6,Mt. Buller,53357,83024,0.5,-4.7,0.0,2024-07-15,53.0
5707,2024,6,Mt. Buller,53357,83024,1.4,-3.4,0.0,2024-07-16,53.0
5708,2024,6,Mt. Buller,53357,83024,0.2,-3.2,16.8,2024-07-17,53.0
5709,2024,6,Mt. Buller,53357,83024,-1.4,-4.1,0.4,2024-07-18,53.0
5710,2024,6,Mt. Buller,53357,83024,-0.4,-4.7,3.8,2024-07-19,53.0
5711,2024,6,Mt. Buller,53357,83024,-0.7,-3.7,0.0,2024-07-20,53.0
5712,2024,7,Mt. Buller,45399,83024,1.5,-3.2,0.0,2024-07-21,31.0
5713,2024,7,Mt. Buller,45399,83024,2.1,-1.2,48.6,2024-07-22,31.0
5714,2024,7,Mt. Buller,45399,83024,1.2,0.3,11.8,2024-07-23,31.0
5715,2024,7,Mt. Buller,45399,83024,3.2,-1.3,0.0,2024-07-24,31.0
5716,2024,7,Mt. Buller,45399,83024,1.0,-0.8,1.6,2024-07-25,31.0
5717,2024,7,Mt. Buller,45399,83024,0.8,-5.1,3.2,2024-07-26,31.0
5718,2024,7,Mt. Buller,45399,83024,0.6,-3.1,4.6,2024-07-27,31.0
5719,2024,8,Mt. Buller,49676,83024,-3.5,-5.6,0.6,2024-07-28,53.0
5720,2024,8,Mt. Buller,49676,83024,-0.2,-6.9,0.0,2024-07-29,53.0
5721,2024,8,Mt. Buller,49676,83024,3.9,-7.3,5.2,2024-07-30,53.0
5722,2024,8,Mt. Buller,49676,83024,6.0,-2.9,11.6,2024-07-31,53.0
5723,2024,8,Mt. Buller,49676,83024,4.6,0.1,0.0,2024-08-01,53.0
5724,2024,8,Mt. Buller,49676,83024,1.2,-2.5,0.0,2024-08-02,53.0
5725,2024,8,Mt. Buller,49676,83024,0.8,-1.4,0.0,2024-08-03,53.0
5726,2024,9,Mt. Buller,49587,83024,2.6,-2.5,0.0,2024-08-04,60.0
5727,2024,9,Mt. Buller,49587,83024,-0.3,-1.7,0.0,2024-08-05,60.0
5728,2024,9,Mt. Buller,49587,83024,-0.1,-3.0,1.8,2024-08-06,60.0
5729,2024,9,Mt. Buller,49587,83024,0.2,-1.8,0.4,2024-08-07,60.0
5730,2024,9,Mt. Buller,49587,83024,1.1,-1.6,1.2,2024-08-08,60.0
5731,2024,9,Mt. Buller,49587,83024,4.0,-0.9,4.4,2024-08-09,60.0
5732,2024,9,Mt. Buller,49587,83024,6.7,-0.4,0.4,2024-08-10,60.0
5733,2024,10,Mt. Buller,50031,83024,7.5,2.2,0.2,2024-08-11,57.0
5734,2024,10,Mt. Buller,50031,83024,6.6,2.4,0.0,2024-08-12,57.0
5735,2024,10,Mt. Buller,50031,83024,4.8,2.3,0.2,2024-08-13,57.0
5736,2024,10,Mt. Buller,50031,83024,7.5,2.3,0.2,2024-08-14,57.0
5737,2024,10,Mt. Buller,50031,83024,9.9,3.8,0.0,2024-08-15,57.0
5738,2024,10,Mt. Buller,50031,83024,5.1,3.0,0.4,2024-08-16,57.0
5739,2024,10,Mt. Buller,50031,83024,1.5,-0.1,11.2,2024-08-17,57.0
5740,2024,11,Mt. Buller,43387,83024,4.8,0.1,7.0,2024-08-18,48.0
5741,2024,11,Mt. Buller,43387,83024,4.4,0.2,0.4,2024-08-19,48.0
5742,2024,11,Mt. Buller,43387,83024,5.2,1.7,0.4,2024-08-20,48.0
5743,2024,11,Mt. Buller,43387,83024,3.1,1.6,10.8,2024-08-21,48.0
5744,2024,11,Mt. Buller,43387,83024,2.6,-0.2,15.2,2024-08-22,48.0
5745,2024,11,Mt. Buller,43387,83024,5.0,0.4,2.0,2024-08-23,48.0
5746,2024,11,Mt. Buller,43387,83024,9.1,2.0,8.4,2024-08-24,48.0
5747,2024,12,Mt. Buller,36668,83024,8.7,4.2,0.2,2024-08-25,76.0
5748,2024,12,Mt. Buller,36668,83024,2.6,0.0,7.6,2024-08-26,76.0
5749,2024,12,Mt. Buller,36668,83024,5.7,0.8,2.6,2024-08-27,76.0
5750,2024,12,Mt. Buller,36668,83024,1.5,0.3,1.6,2024-08-28,76.0
5751,2024,12,Mt. Buller,36668,83024,4.8,-2.6,4.0,2024-08-29,76.0
5752,2024,12,Mt. Buller,36668,83024,3.9,-1.4,6.6,2024-08-30,76.0
5753,2024,12,Mt. Buller,36668,83024,2.6,-0.2,21.0,2024-08-31,76.0
5754,2024,13,Mt. Buller,15415,83024,4.2,0.3,7.6,2024-09-01,65.0
5755,2024,13,Mt. Buller,15415,83024,-2.1,-3.9,8.0,2024-09-02,65.0
5756,2024,13,Mt. Buller,15415,83024,5.0,-4.1,0.0,2024-09-03,65.0
5757,2024,13,Mt. Buller,15415,83024,8.2,-2.2,4.0,2024-09-04,65.0
5758,2024,13,Mt. Buller,15415,83024,10.3,2.3,2.2,2024-09-05,65.0
5759,2024,13,Mt. Buller,15415,83024,11.4,3.4,4.2,2024-09-06,65.0
5760,2024,13,Mt. Buller,15415,83024,5.7,-0.5,18.4,2024-09-07,65.0
5761,2024,14,Mt. Buller,0,83024,2.7,-0.5,0.2,2024-09-08,40.0
5762,2024,14,Mt. Buller,0,83024,6.9,-0.6,9.8,2024-09-09,40.0
5763,2024,14,Mt. Buller,0,83024,9.8,-0.6,0.2,2024-09-10,40.0
5764,2024,14,Mt. Buller,0,83024,8.6,2.3,0.0,2024-09-11,40.0
5765,2024,14,Mt. Buller,0,83024,5.2,-1.9,15.4,2024-09-12,40.0
5766,2024,14,Mt. Buller,0,83024,7.0,-1.5,0.0,2024-09-13,40.0
5767,2024,14,Mt. Buller,0,83024,-0.1,-1.2,0.8,2024-09-14,40.0
5768,2024,15,Mt. Buller,0,83024,0.4,-6.8,3.4,2024-09-15,23.0
5769,2024,15,Mt. Buller,0,83024,0.3,-5.4,6.6,2024-09-16,23.0
5770,2024,15,Mt. Buller,0,83024,4.7,-2.6,1.8,2024-09-17,23.0
5771,2024,15,Mt. Buller,0,83024,5.4,-1.4,0.2,2024-09-18,23.0
5772,2024,15,Mt. Buller,0,83024,0.8,-0.9,1.4,2024-09-19,23.0
5773,2024,15,Mt. Buller,0,83024,1.3,-3.1,1.8,2024-09-20,23.0
5774,2024,15,Mt. Buller,0,83024,1.6,-2.1,20.2,2024-09-21,23.0
6405,2020,1,Selwyn,430,72161,8.3,2.5,0.0,2020-06-09,0.0
6406,2020,1,Selwyn,430,72161,7.4,3.9,0.0,2020-06-10,0.0
6407,2020,1,Selwyn,430,72161,7.7,3.5,0.0,2020-06-11,0.0
6408,2020,1,Selwyn,430,72161,8.4,2.3,0.0,2020-06-12,0.0
6409,2020,1,Selwyn,430,72161,7.0,3.6,0.0,2020-06-13,0.0
6410,2020,1,Selwyn,430,72161,2.1,1.8,37.2,2020-06-14,0.0
6411,2020,1,Selwyn,430,72161,4.8,0.3,11.4,2020-06-15,0.0
6412,2020,2,Selwyn,311,72161,4.8,1.8,4.6,2020-06-16,0.0
6413,2020,2,Selwyn,311,72161,7.5,1.3,7.8,2020-06-17,0.0
6414,2020,2,Selwyn,311,72161,7.3,2.7,0.0,2020-06-18,0.0
6415,2020,2,Selwyn,311,72161,7.3,2.9,0.0,2020-06-19,0.0
6416,2020,2,Selwyn,311,72161,5.3,4.8,0.8,2020-06-20,0.0
6417,2020,2,Selwyn,311,72161,1.9,0.1,41.6,2020-06-21,0.0
6418,2020,2,Selwyn,311,72161,-0.1,-1.9,1.4,2020-06-22,0.0
6419,2020,3,Selwyn,334,72161,4.1,-1.4,4.8,2020-06-23,0.0
6420,2020,3,Selwyn,334,72161,5.9,-0.6,17.2,2020-06-24,0.0
6421,2020,3,Selwyn,334,72161,2.0,1.1,0.6,2020-06-25,0.0
6422,2020,3,Selwyn,334,72161,4.1,0.4,1.0,2020-06-26,0.0
6423,2020,3,Selwyn,334,72161,4.7,-1.1,0.0,2020-06-27,0.0
6424,2020,3,Selwyn,334,72161,5.4,-0.9,0.0,2020-06-28,0.0
6425,2020,3,Selwyn,334,72161,6.1,0.6,0.0,2020-06-29,0.0
6426,2020,4,Selwyn,969,72161,4.0,0.7,0.4,2020-06-30,0.0
6427,2020,4,Selwyn,969,72161,7.1,1.2,0.2,2020-07-01,0.0
6428,2020,4,Selwyn,969,72161,3.9,2.1,8.0,2020-07-02,0.0
6429,2020,4,Selwyn,969,72161,-0.3,-1.2,1.4,2020-07-03,0.0
6430,2020,4,Selwyn,969,72161,2.9090958655156745,-4.7,1.0,2020-07-04,0.0
6431,2020,4,Selwyn,969,72161,4.6,-3.4,5.2,2020-07-05,0.0
6432,2020,4,Selwyn,969,72161,6.5,0.1,1.8,2020-07-06,0.0
6433,2020,5,Selwyn,1185,72161,6.7,0.9,0.0,2020-07-07,5.0
6434,2020,5,Selwyn,1185,72161,6.1,0.4,0.0,2020-07-08,5.0
6435,2020,5,Selwyn,1185,72161,6.9,2.2,0.0,2020-07-09,5.0
6436,2020,5,Selwyn,1185,72161,7.3,2.4,0.0,2020-07-10,5.0
6437,2020,5,Selwyn,1185,72161,5.4,2.5,0.0,2020-07-11,5.0
6438,2020,5,Selwyn,1185,72161,2.9,1.0,1.0,2020-07-12,5.0
6439,2020,5,Selwyn,1185,72161,2.8,-0.6,3.2,2020-07-13,5.0
6440,2020,6,Selwyn,1978,72161,4.4,-0.3,8.4,2020-07-14,10.0
6441,2020,6,Selwyn,1978,72161,4.9,-0.6,0.0,2020-07-15,10.0
6442,2020,6,Selwyn,1978,72161,4.6,-1.7,0.0,2020-07-16,10.0
6443,2020,6,Selwyn,1978,72161,7.6,-0.8,0.0,2020-07-17,10.0
6444,2020,6,Selwyn,1978,72161,7.2,1.9,0.0,2020-07-18,10.0
6445,2020,6,Selwyn,1978,72161,4.8,1.0,0.0,2020-07-19,10.0
6446,2020,6,Selwyn,1978,72161,1.5,-2.2,4.0,2020-07-20,10.0
6447,2020,7,Selwyn,1087,72161,7.5,-2.4,1.4,2020-07-21,15.0
6448,2020,7,Selwyn,1087,72161,6.3,0.9,1.0,2020-07-22,15.0
6449,2020,7,Selwyn,1087,72161,7.0,0.3,0.0,2020-07-23,15.0
6450,2020,7,Selwyn,1087,72161,8.3,2.0,0.0,2020-07-24,15.0
6451,2020,7,Selwyn,1087,72161,9.9,3.1,0.0,2020-07-25,15.0
6452,2020,7,Selwyn,1087,72161,5.8,2.6,3.0,2020-07-26,15.0
6453,2020,7,Selwyn,1087,72161,5.2,3.1,1.6,2020-07-27,15.0
6454,2020,8,Selwyn,720,72161,8.1,3.1,2.2,2020-07-28,20.0
6455,2020,8,Selwyn,720,72161,7.1,2.0,0.0,2020-07-29,20.0
6456,2020,8,Selwyn,720,72161,7.2,1.8,0.0,2020-07-30,20.0
6457,2020,8,Selwyn,720,72161,7.6,0.7,0.0,2020-07-31,20.0
6458,2020,8,Selwyn,720,72161,7.2,1.5,0.0,2020-08-01,20.0
6459,2020,8,Selwyn,720,72161,7.3,1.5,0.0,2020-08-02,20.0
6460,2020,8,Selwyn,720,72161,7.1,2.3,0.0,2020-08-03,20.0
6461,2020,9,Selwyn,733,72161,0.7,0.6,0.0,2020-08-04,70.0
6462,2020,9,Selwyn,733,72161,1.2,-5.2,1.4,2020-08-05,70.0
6463,2020,9,Selwyn,733,72161,5.4,-6.4,0.0,2020-08-06,70.0
6464,2020,9,Selwyn,733,72161,2.0,-2.1,1.6,2020-08-07,70.0
6465,2020,9,Selwyn,733,72161,4.8,-0.4,5.6,2020-08-08,70.0
6466,2020,9,Selwyn,733,72161,4.0,1.0,10.4,2020-08-09,70.0
6467,2020,9,Selwyn,733,72161,9.6,-0.4,6.4,2020-08-10,70.0
6468,2020,10,Selwyn,445,72161,10.4,0.3,0.0,2020-08-11,40.0
6469,2020,10,Selwyn,445,72161,4.3,0.7,0.0,2020-08-12,40.0
6470,2020,10,Selwyn,445,72161,9.4,2.4,5.6,2020-08-13,40.0
6471,2020,10,Selwyn,445,72161,7.3,3.4,1.8,2020-08-14,40.0
6472,2020,10,Selwyn,445,72161,4.0,1.6,19.0,2020-08-15,40.0
6473,2020,10,Selwyn,445,72161,3.0,2.0,5.2,2020-08-16,40.0
6474,2020,10,Selwyn,445,72161,2.6,1.4,21.6,2020-08-17,40.0
6475,2020,11,Selwyn,0,72161,4.4,0.0,4.8,2020-08-18,10.0
6476,2020,11,Selwyn,0,72161,2.9090958655156745,-0.2,5.0,2020-08-19,10.0
6477,2020,11,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-20,10.0
6478,2020,11,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-21,10.0
6479,2020,11,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-22,10.0
6480,2020,11,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-23,10.0
6481,2020,11,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-24,10.0
6482,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-25,0.0
6483,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-26,0.0
6484,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-27,0.0
6485,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-28,0.0
6486,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-29,0.0
6487,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-30,0.0
6488,2020,12,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-08-31,0.0
6489,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-01,0.0
6490,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-02,0.0
6491,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-03,0.0
6492,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-04,0.0
6493,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-05,0.0
6494,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-06,0.0
6495,2020,13,Selwyn,0,72161,2.9090958655156745,-2.1545074897866545,4.99750022808138,2020-09-07,0.0
6496,2020,14,Selwyn,0,72161,15.2,-2.1545074897866545,4.99750022808138,2020-09-08,0.0
6497,2020,14,Selwyn,0,72161,9.7,6.4,1.0,2020-09-09,0.0
6498,2020,14,Selwyn,0,72161,9.6,0.2,0.0,2020-09-10,0.0
6499,2020,14,Selwyn,0,72161,13.0,1.9,0.0,2020-09-11,0.0
6500,2020,14,Selwyn,0,72161,11.1,3.4,0.0,2020-09-12,0.0
6501,2020,14,Selwyn,0,72161,6.6,4.3,4.6,2020-09-13,0.0
6502,2020,14,Selwyn,0,72161,9.8,2.5,10.2,2020-09-14,0.0
6503,2020,15,Selwyn,0,72161,13.1,4.8,0.0,2020-09-15,0.0
6504,2020,15,Selwyn,0,72161,12.9,5.2,0.0,2020-09-16,0.0
6505,2020,15,Selwyn,0,72161,16.2,8.1,0.0,2020-09-17,0.0
6506,2020,15,Selwyn,0,72161,12.9,5.7,3.0,2020-09-18,0.0
6507,2020,15,Selwyn,0,72161,14.7,9.1,1.2,2020-09-19,0.0
6508,2020,15,Selwyn,0,72161,10.6,8.1,11.6,2020-09-20,0.0
6509,2020,15,Selwyn,0,72161,14.5,7.6,7.0,2020-09-21,0.0
6510,2021,1,Selwyn,830,72161,0.7,-1.7,0.2,2021-06-09,0.0
6511,2021,1,Selwyn,830,72161,2.0,-2.4,0.4,2021-06-10,0.0
6512,2021,1,Selwyn,830,72161,4.0,-1.9,13.2,2021-06-11,0.0
6513,2021,1,Selwyn,830,72161,1.4,0.5,30.0,2021-06-12,0.0
6514,2021,1,Selwyn,830,72161,4.6,0.6,18.2,2021-06-13,0.0
6515,2021,1,Selwyn,830,72161,6.5,1.3,0.6,2021-06-14,0.0
6516,2021,1,Selwyn,830,72161,7.0,1.6,1.8,2021-06-15,0.0
6517,2021,2,Selwyn,1541,72161,5.8,2.1,0.0,2021-06-16,0.0
6518,2021,2,Selwyn,1541,72161,0.5,-2.1,2.2,2021-06-17,0.0
6519,2021,2,Selwyn,1541,72161,2.9,-0.7,11.0,2021-06-18,0.0
6520,2021,2,Selwyn,1541,72161,5.3,-0.4,4.4,2021-06-19,0.0
6521,2021,2,Selwyn,1541,72161,4.1,-0.5,0.0,2021-06-20,0.0
6522,2021,2,Selwyn,1541,72161,7.0,-0.9,0.0,2021-06-21,0.0
6523,2021,2,Selwyn,1541,72161,6.8,0.0,0.0,2021-06-22,0.0
6524,2021,3,Selwyn,3315,72161,5.4,1.6,0.0,2021-06-23,5.0
6525,2021,3,Selwyn,3315,72161,5.6,3.1,42.8,2021-06-24,5.0
6526,2021,3,Selwyn,3315,72161,2.4,1.3,15.4,2021-06-25,5.0
6527,2021,3,Selwyn,3315,72161,1.9,0.0,28.4,2021-06-26,5.0
6528,2021,3,Selwyn,3315,72161,3.0,-1.7,6.0,2021-06-27,5.0
6529,2021,3,Selwyn,3315,72161,7.3,-0.3,0.8,2021-06-28,5.0
6530,2021,3,Selwyn,3315,72161,7.7,1.5,0.0,2021-06-29,5.0
6531,2021,4,Selwyn,6070,72161,8.3,2.0,0.0,2021-06-30,10.0
6532,2021,4,Selwyn,6070,72161,7.5,2.6,3.4,2021-07-01,10.0
6533,2021,4,Selwyn,6070,72161,4.5,2.4,4.8,2021-07-02,10.0
6534,2021,4,Selwyn,6070,72161,0.9,0.3,6.8,2021-07-03,10.0
6535,2021,4,Selwyn,6070,72161,-0.4,-2.8,0.2,2021-07-04,10.0
6536,2021,4,Selwyn,6070,72161,1.8,-2.5,0.0,2021-07-05,10.0
6537,2021,4,Selwyn,6070,72161,3.6,-4.5,7.6,2021-07-06,10.0
6538,2021,5,Selwyn,8018,72161,6.5,-2.2,5.4,2021-07-07,20.0
6539,2021,5,Selwyn,8018,72161,5.1,-0.2,1.6,2021-07-08,20.0
6540,2021,5,Selwyn,8018,72161,7.1,0.6,0.0,2021-07-09,20.0
6541,2021,5,Selwyn,8018,72161,4.1,-0.5,0.8,2021-07-10,20.0
6542,2021,5,Selwyn,8018,72161,7.0,-0.1,0.0,2021-07-11,20.0
6543,2021,5,Selwyn,8018,72161,5.3,1.2,0.0,2021-07-12,20.0
6544,2021,5,Selwyn,8018,72161,5.9,1.0,1.0,2021-07-13,20.0
6545,2021,6,Selwyn,3099,72161,3.9,-0.1,0.6,2021-07-14,25.0
6546,2021,6,Selwyn,3099,72161,4.6,0.0,11.6,2021-07-15,25.0
6547,2021,6,Selwyn,3099,72161,0.6,-0.1,16.6,2021-07-16,25.0
6548,2021,6,Selwyn,3099,72161,0.5,-2.5,9.4,2021-07-17,25.0
6549,2021,6,Selwyn,3099,72161,1.1,-2.7,0.2,2021-07-18,25.0
6550,2021,6,Selwyn,3099,72161,-0.4,-1.1,26.0,2021-07-19,25.0
6551,2021,6,Selwyn,3099,72161,0.5,-1.4,3.2,2021-07-20,25.0
6552,2021,7,Selwyn,1186,72161,0.9,-4.8,8.8,2021-07-21,30.0
6553,2021,7,Selwyn,1186,72161,2.1,-3.4,10.2,2021-07-22,30.0
6554,2021,7,Selwyn,1186,72161,1.1,-2.3,2.6,2021-07-23,30.0
6555,2021,7,Selwyn,1186,72161,0.2,-1.3,8.2,2021-07-24,30.0
6556,2021,7,Selwyn,1186,72161,1.3,-4.0,6.0,2021-07-25,30.0
6557,2021,7,Selwyn,1186,72161,2.9,-3.9,14.4,2021-07-26,30.0
6558,2021,7,Selwyn,1186,72161,4.9,1.2,20.4,2021-07-27,30.0
6559,2021,8,Selwyn,4115,72161,3.5,2.0,2.8,2021-07-28,35.0
6560,2021,8,Selwyn,4115,72161,-0.5,-2.9,22.8,2021-07-29,35.0
6561,2021,8,Selwyn,4115,72161,3.5,-2.6,2.4,2021-07-30,35.0
6562,2021,8,Selwyn,4115,72161,6.9,-0.7,0.6,2021-07-31,35.0
6563,2021,8,Selwyn,4115,72161,4.2,1.8,5.4,2021-08-01,35.0
6564,2021,8,Selwyn,4115,72161,5.4,-1.5,4.8,2021-08-02,35.0
6565,2021,8,Selwyn,4115,72161,0.2,-0.1,5.0,2021-08-03,35.0
6566,2021,9,Selwyn,3478,72161,1.3,-2.7,7.4,2021-08-04,20.0
6567,2021,9,Selwyn,3478,72161,1.6,-2.2,27.0,2021-08-05,20.0
6568,2021,9,Selwyn,3478,72161,2.3,0.4,1.4,2021-08-06,20.0
6569,2021,9,Selwyn,3478,72161,1.8,-0.7,0.0,2021-08-07,20.0
6570,2021,9,Selwyn,3478,72161,7.0,-0.3,0.0,2021-08-08,20.0
6571,2021,9,Selwyn,3478,72161,5.3,1.1,1.2,2021-08-09,20.0
6572,2021,9,Selwyn,3478,72161,6.2,1.8,0.0,2021-08-10,20.0
6573,2021,10,Selwyn,2706,72161,7.9,2.3,0.0,2021-08-11,10.0
6574,2021,10,Selwyn,2706,72161,3.6,-1.1,20.6,2021-08-12,10.0
6575,2021,10,Selwyn,2706,72161,5.3,-0.8,0.0,2021-08-13,10.0
6576,2021,10,Selwyn,2706,72161,5.4,-0.5,0.0,2021-08-14,10.0
6577,2021,10,Selwyn,2706,72161,4.6,-0.3,0.0,2021-08-15,10.0
6578,2021,10,Selwyn,2706,72161,2.0,-0.2,0.4,2021-08-16,10.0
6579,2021,10,Selwyn,2706,72161,4.9,-1.1,1.6,2021-08-17,10.0
6580,2021,11,Selwyn,2680,72161,7.5,-0.5,0.0,2021-08-18,5.0
6581,2021,11,Selwyn,2680,72161,8.4,1.3,0.0,2021-08-19,5.0
6582,2021,11,Selwyn,2680,72161,7.6,2.1,0.0,2021-08-20,5.0
6583,2021,11,Selwyn,2680,72161,7.3,2.3,12.4,2021-08-21,5.0
